Year,State,Topic,Question,Data_Value,Age_Group,Gender,Race/Ethnicity,Cluster
2019,Delaware,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,7.1,Overall,Male,Unknown,1
2019,Oregon,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,12.9,Overall,Female,Unknown,1
2019,Arizona,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,12.7,50-64 years,Unknown,Unknown,1
2019,Michigan,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,11.7,65 years or older,Male,Unknown,1
2019,Vermont,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,10.1,Overall,Unknown,Unknown,1
2019,Maryland,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,14.9,Overall,Unknown,"White, non-Hispanic",1
2019,Ohio,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,11.3,Overall,Unknown,Unknown,1
2019,Tennessee,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,14.3,Overall,Unknown,"White, non-Hispanic",1
2019,New York,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,11.8,65 years or older,Unknown,Unknown,1
2019,Virginia,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,9.5,65 years or older,Female,Unknown,1
2019,Minnesota,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,6.7,50-64 years,Female,Unknown,1
2019,Wisconsin,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,8.8,50-64 years,Unknown,Unknown,1
2019,New York,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,13.8,50-64 years,Unknown,Hispanic,1
2019,Utah,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,14.0,65 years or older,Unknown,"White, non-Hispanic",1
2019,Ohio,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,12.6,50-64 years,Unknown,"White, non-Hispanic",1
2019,Kansas,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,12.4,65 years or older,Female,Unknown,1
2019,Kentucky,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,12.0,65 years or older,Unknown,Unknown,1
2019,Nebraska,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,10.1,Overall,Female,Unknown,1
2019,Pennsylvania,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,8.6,50-64 years,Female,Unknown,1
2019,Missouri,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,11.3,65 years or older,Unknown,"White, non-Hispanic",1
2019,Washington,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,9.5,Overall,Female,Unknown,1
